STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,waste,Waste categories,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,RO,Romania,2017,,47.6,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,RO,Romania,2018,,43,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,RO,Romania,2019,,31.1,,b,break in time series,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,RO,Romania,2020,,30.1,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,RO,Romania,2021,,31.6,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,RO,Romania,2022,,32.4,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2000,,13.5,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2001,,17.2,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2002,,19.8,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2003,,22.3,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2004,,25.2,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2005,,29.9,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2006,,43.8,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2007,,41.7,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2008,,37,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2009,,37.5,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2010,,32.4,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2011,,34.1,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2012,,34.9,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2013,,45.6,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2014,,47.5,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2015,,49,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2016,,50.7,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2017,,48.4,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2018,,50,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2019,,53.2,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2020,,33.5,,b,break in time series,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2021,,23.8,,be,"break in time series, estimated",,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SE,Sweden,2022,,28.3,,be,"break in time series, estimated",,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2004,,12.1,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2005,,33.9,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2006,,38.6,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2007,,46.5,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2008,,55.6,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2009,,42,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2010,,67.3,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2011,,75.5,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2012,,64.8,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2013,,81.7,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2014,,69.3,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2015,,63.4,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2016,,62,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2017,,60.4,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2018,,48.8,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2019,,50.3,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2020,,44.6,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2021,,50,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SI,Slovenia,2022,,50.9,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2003,,11.9,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2004,,16,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2005,,18.1,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2006,,39.7,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2007,,41.7,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2008,,43.7,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2009,,49.3,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2010,,44.9,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2011,,49.9,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2012,,57,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2013,,55.1,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2014,,55.9,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2015,,54.4,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2016,,51.7,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2017,,52.4,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2018,,51.4,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2019,,52.8,,,,,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2020,,56.3,,d,definition differs (see metadata),,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2021,,60.2,,d,definition differs (see metadata),,
dataflow,ESTAT:CEI_WM020(1.0),Recycling rate of packaging waste by type of packaging,A,Annual,W150102,Plastic packaging,RT,Rate,SK,Slovakia,2022,,51.9,,d,definition differs (see metadata),,
